SideStandInfo,Tbox MEMS Error Flag,Battery Error,BatTemp,BrakeStatus,Inverter Error,BatVolt,tboxId,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,ctime,sys_version,MotorRPM,MotorTemp,BMS ID,InverterTemp,Tbox Internal Bat Volt,tbox_id
0,0,No Error,283,0,No Error,656,865209069519420,48,91,31,0,0,0,1738601820,1,0,25,BT106003012MT00221017707,28,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,656,865209069519420,48,91,31,0,0,0,1738601820,1,0,25,BT106003012MT00221017707,28,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,640,865209069519420,48,91,31,79,278,2,1738601851,1,138,25,BT106003012MT00221017707,31,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,640,865209069519420,48,91,31,79,278,2,1738601851,1,138,25,BT106003012MT00221017707,31,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,648,865209069519420,48,91,31,14,124,0,1738601881,1,144,25,BT106003012MT00221017707,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,648,865209069519420,48,91,31,14,124,0,1738601881,1,144,25,BT106003012MT00221017707,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,648,865209069519420,48,91,31,14,124,0,1738601881,1,144,25,BT106003012MT00221017707,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,283,0,No Error,648,865209069519420,48,91,31,14,124,0,1738601881,1,144,25,BT106003012MT00221017707,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,634,865209069519420,48,91,30,23,193,3,1738601911,1,420,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,634,865209069519420,48,91,30,23,193,3,1738601911,1,420,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,634,865209069519420,48,91,30,23,193,3,1738601911,1,420,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,634,865209069519420,48,91,30,23,193,3,1738601911,1,420,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,625,865209069519420,48,91,29,46,313,3,1738601941,1,450,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,285,0,No Error,625,865209069519420,48,91,29,46,313,3,1738601941,1,450,25,BT106003012MT00221017707,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,288,0,No Error,644,865209069519420,48,91,29,0,2,2,1738601971,1,402,25,BT106003012MT00221017707,37,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,288,0,No Error,644,865209069519420,48,91,29,0,2,2,1738601971,1,402,25,BT106003012MT00221017707,37,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,289,0,No Error,638,865209069519420,48,91,28,0,96,2,1738602001,1,378,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,289,0,No Error,638,865209069519420,48,91,28,0,96,2,1738602001,1,378,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,289,0,No Error,638,865209069519420,48,91,28,0,96,2,1738602001,1,378,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,289,0,No Error,638,865209069519420,48,91,28,0,96,2,1738602001,1,378,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,290,0,No Error,635,865209069519420,48,91,28,0,171,0,1738602031,1,348,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,290,0,No Error,635,865209069519420,48,91,28,0,171,0,1738602031,1,348,25,BT106003012MT00221017707,38,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,291,0,No Error,625,865209069519420,48,91,27,36,308,3,1738602061,1,432,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,291,0,No Error,625,865209069519420,48,91,27,36,308,3,1738602061,1,432,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,293,0,No Error,628,865209069519420,48,91,26,0,264,3,1738602091,1,504,25,BT106003012MT00221017707,40,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,293,0,No Error,628,865209069519420,48,91,26,0,264,3,1738602091,1,504,25,BT106003012MT00221017707,40,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,295,0,No Error,637,865209069519420,48,91,26,63,136,3,1738602121,1,180,25,BT106003012MT00221017707,41,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,295,0,No Error,637,865209069519420,48,91,26,63,136,3,1738602121,1,180,25,BT106003012MT00221017707,41,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,648,865209069519420,48,91,25,33,77,0,1738602277,1,96,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,648,865209069519420,48,91,25,33,77,0,1738602277,1,96,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,648,865209069519420,48,91,25,33,77,0,1738602277,1,96,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,648,865209069519420,48,91,25,33,77,0,1738602277,1,96,25,BT106003012MT00221017707,39,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,627,865209069519420,48,91,25,60,293,2,1738602308,1,330,25,BT106003012MT00221017707,42,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,298,0,No Error,627,865209069519420,48,91,25,60,293,2,1738602308,1,330,25,BT106003012MT00221017707,42,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,299,0,No Error,641,865209069519420,48,91,24,0,3,3,1738602338,1,420,25,BT106003012MT00221017707,43,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,299,0,No Error,641,865209069519420,48,91,24,0,3,3,1738602338,1,420,25,BT106003012MT00221017707,43,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,301,0,No Error,628,865209069519420,48,91,24,33,238,3,1738602368,1,426,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,301,0,No Error,628,865209069519420,48,91,24,33,238,3,1738602368,1,426,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,301,0,No Error,628,865209069519420,48,91,24,33,238,3,1738602368,1,426,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,301,0,No Error,628,865209069519420,48,91,24,33,238,3,1738602368,1,426,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,303,0,No Error,621,865209069519420,48,91,23,49,285,3,1738602398,1,510,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,303,0,No Error,621,865209069519420,48,91,23,49,285,3,1738602398,1,510,25,BT106003012MT00221017707,44,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,306,0,No Error,638,865209069519420,48,91,22,0,3,3,1738602428,1,408,25,BT106003012MT00221017707,46,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,306,0,No Error,638,865209069519420,48,91,22,0,3,3,1738602428,1,408,25,BT106003012MT00221017707,46,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,306,0,No Error,638,865209069519420,48,91,22,0,3,3,1738602428,1,408,25,BT106003012MT00221017707,46,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,306,0,No Error,638,865209069519420,48,91,22,0,3,3,1738602428,1,408,25,BT106003012MT00221017707,46,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,308,0,No Error,626,865209069519420,48,91,21,100,219,2,1738602458,1,336,25,BT106003012MT00221017707,46,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,308,0,No Error,626,865209069519420,48,91,21,100,219,2,1738602458,1,336,25,BT106003012MT00221017707,46,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,308,0,No Error,626,865209069519420,48,91,21,100,219,2,1738602458,1,336,25,BT106003012MT00221017707,46,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,308,0,No Error,626,865209069519420,48,91,21,100,219,2,1738602458,1,336,25,BT106003012MT00221017707,46,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,310,0,No Error,622,865209069519420,48,91,21,38,299,3,1738602488,1,426,25,BT106003012MT00221017707,48,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,310,0,No Error,622,865209069519420,48,91,21,38,299,3,1738602488,1,426,25,BT106003012MT00221017707,48,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,310,0,No Error,622,865209069519420,48,91,21,38,299,3,1738602488,1,426,25,BT106003012MT00221017707,48,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,310,0,No Error,622,865209069519420,48,91,21,38,299,3,1738602488,1,426,25,BT106003012MT00221017707,48,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,622,865209069519420,48,91,20,31,262,3,1738602518,1,432,25,BT106003012MT00221017707,48,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,622,865209069519420,48,91,20,31,262,3,1738602518,1,432,25,BT106003012MT00221017707,48,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
