SideStandInfo,Tbox MEMS Error Flag,Battery Error,BatTemp,BrakeStatus,Inverter Error,BatVolt,tboxId,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,ctime,sys_version,MotorRPM,MotorTemp,BMS ID,InverterTemp,Tbox Internal Bat Volt,tbox_id
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464012,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464012,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464012,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464012,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464042,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,,0,0,,0,865209069519313,0,0,0,0,0,0,1738464042,1,0,0,,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464072,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464072,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464072,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464072,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464102,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464102,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464102,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464102,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464132,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464132,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
0,0,No Error,281,0,,666,865209069519313,31,93,69,0,0,0,1738464132,1,0,0,BT106003012MT00221017820,0,81,4db8e093-a366-437b-bb9b-55b017cf9f53
