Tbox_Internal_Bat_Volt,SideStandInfo,Tbox_MEMS_Error_Flag,BatTemp,BrakeStatus,BatVolt,Inverter_Error,rpm,state,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,Battery_Error,ctime,sys_version,MotorRPM,MotorTemp,BMSID,InverterTemp,tboxId,tbox_id
2,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391043,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
2,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391043,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
2,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391043,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
2,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391043,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391091,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,334,0,665,No Error,0,remote_lock_charge,40,95,100,0,0,2,No Error,1740391091,1,0,25,BT106003012MT00221017764,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,358,0,665,No Error,0,remote_unlock_nocharge,11,94,90,0,0,2,No Error,1740391176,1,0,25,BT106001512MT00221057437,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,358,0,665,No Error,0,remote_unlock_nocharge,11,94,90,0,0,2,No Error,1740391176,1,0,25,BT106001512MT00221057437,35,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391582,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391582,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391612,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391612,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391641,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391641,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391672,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391672,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391702,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391702,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391731,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391731,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391762,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391762,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391762,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,348,0,667,,0,remote_unlock_nocharge,9,87,80,0,20,0,No Error,1740391762,1,0,0,BT106003012MT00221017853,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
