Tbox_Internal_Bat_Volt,SideStandInfo,Tbox_MEMS_Error_Flag,BatTemp,BrakeStatus,BatVolt,Inverter_Error,rpm,state,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,Battery_Error,ctime,sys_version,MotorRPM,MotorTemp,BMSID,InverterTemp,tboxId,tbox_id
0,0,0,340,0,645,No Error,132,remote_unlock_nocharge,7,86,89,100,342,2,No Error,1740555863,1,132,25,BT106003012MT00221017685,39,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,645,No Error,132,remote_unlock_nocharge,7,86,89,100,342,2,No Error,1740555863,1,132,25,BT106003012MT00221017685,39,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,647,No Error,228,remote_unlock_nocharge,7,86,88,61,287,2,No Error,1740555893,1,228,25,BT106003012MT00221017685,42,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,647,No Error,228,remote_unlock_nocharge,7,86,88,61,287,2,No Error,1740555893,1,228,25,BT106003012MT00221017685,42,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,645,No Error,138,remote_unlock_nocharge,7,86,88,100,318,2,No Error,1740555923,1,138,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,645,No Error,138,remote_unlock_nocharge,7,86,88,100,318,2,No Error,1740555923,1,138,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,645,No Error,138,remote_unlock_nocharge,7,86,88,100,318,2,No Error,1740555923,1,138,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,645,No Error,138,remote_unlock_nocharge,7,86,88,100,318,2,No Error,1740555923,1,138,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,661,No Error,24,remote_unlock_nocharge,7,86,88,0,1,2,No Error,1740555954,1,24,25,BT106003012MT00221017685,45,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,661,No Error,24,remote_unlock_nocharge,7,86,88,0,1,2,No Error,1740555954,1,24,25,BT106003012MT00221017685,45,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740555984,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740555984,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740555984,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,340,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740555984,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,660,No Error,168,remote_unlock_nocharge,7,86,88,97,138,3,No Error,1740556013,1,168,25,BT106003012MT00221017685,43,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,660,No Error,168,remote_unlock_nocharge,7,86,88,97,138,3,No Error,1740556013,1,168,25,BT106003012MT00221017685,43,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,660,No Error,168,remote_unlock_nocharge,7,86,88,97,138,3,No Error,1740556013,1,168,25,BT106003012MT00221017685,43,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,660,No Error,168,remote_unlock_nocharge,7,86,88,97,138,3,No Error,1740556013,1,168,25,BT106003012MT00221017685,43,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,3,No Error,1740556043,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,662,No Error,0,remote_unlock_nocharge,7,86,88,0,0,3,No Error,1740556043,1,0,25,BT106003012MT00221017685,44,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556187,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556187,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556217,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556217,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556247,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556247,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556278,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556278,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556307,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556307,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556338,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556338,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
0,0,0,341,0,663,,0,remote_unlock_nocharge,7,86,88,0,0,0,No Error,1740556368,1,0,0,BT106003012MT00221017685,0,865209069546506,10813a3e-0646-4881-a015-c5f9d991c5f3
