Tbox_Internal_Bat_Volt,SideStandInfo,Tbox_MEMS_Error_Flag,BatTemp,BrakeStatus,BatVolt,Inverter_Error,rpm,state,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,Battery_Error,ctime,sys_version,MotorRPM,MotorTemp,BMSID,InverterTemp,tboxId,tbox_id
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,2,No Error,1740569570,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,2,No Error,1740569570,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,2,No Error,1740569570,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,2,No Error,1740569570,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,0,No Error,1740569601,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,0,No Error,1740569601,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,0,No Error,1740569601,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,665,No Error,0,remote_unlock_nocharge,19,91,100,0,0,0,No Error,1740569601,1,0,25,BT106003012MT00221017784,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,662,No Error,78,remote_unlock_nocharge,19,91,100,0,16,2,No Error,1740569631,1,78,25,BT106003012MT00221017784,34,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,662,No Error,78,remote_unlock_nocharge,19,91,100,0,16,2,No Error,1740569631,1,78,25,BT106003012MT00221017784,34,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,660,No Error,65512,remote_unlock_nocharge,19,91,100,0,2,0,No Error,1740569660,1,65512,25,BT106003012MT00221017784,38,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,660,No Error,65512,remote_unlock_nocharge,19,91,100,0,2,0,No Error,1740569660,1,65512,25,BT106003012MT00221017784,38,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,660,No Error,65512,remote_unlock_nocharge,19,91,100,0,2,0,No Error,1740569660,1,65512,25,BT106003012MT00221017784,38,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,660,No Error,65512,remote_unlock_nocharge,19,91,100,0,2,0,No Error,1740569660,1,65512,25,BT106003012MT00221017784,38,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,662,No Error,12,remote_unlock_nocharge,19,91,100,46,83,0,No Error,1740569691,1,12,25,BT106003012MT00221017784,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,335,0,662,No Error,12,remote_unlock_nocharge,19,91,100,46,83,0,No Error,1740569691,1,12,25,BT106003012MT00221017784,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
