Tbox_Internal_Bat_Volt,SideStandInfo,Tbox_MEMS_Error_Flag,BatTemp,BrakeStatus,BatVolt,Inverter_Error,rpm,state,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,Battery_Error,ctime,sys_version,MotorRPM,MotorTemp,BMSID,InverterTemp,tboxId,tbox_id
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382671,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382671,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382701,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382701,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382701,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382701,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382732,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382732,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382762,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382762,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382762,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382762,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382791,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382791,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382822,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382822,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382852,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382852,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382852,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382852,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382881,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382881,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382881,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382881,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382912,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382912,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382912,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382912,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382941,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382941,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382941,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382941,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
2,0,0,337,0,665,No Error,0,remote_unlock_nocharge,9,87,78,0,0,2,No Error,1740382971,1,0,25,BT106003012MT00221017853,37,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
