Tbox_Internal_Bat_Volt,SideStandInfo,Tbox_MEMS_Error_Flag,BatTemp,BrakeStatus,BatVolt,Inverter_Error,rpm,state,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,Battery_Error,ctime,sys_version,MotorRPM,MotorTemp,BMSID,InverterTemp,tboxId,tbox_id
0,0,0,287,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457777,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,287,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457777,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457939,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457939,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457939,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457939,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457969,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,288,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740457969,1,0,25,BT106003012MT00221017673,32,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461712,1,0,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461712,1,0,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461712,1,0,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,666,No Error,0,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461712,1,0,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,665,No Error,18,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461742,1,18,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
0,0,0,308,0,665,No Error,18,remote_unlock_nocharge,11,96,100,0,0,2,No Error,1740461742,1,18,25,BT106003012MT00221017673,35,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
