SideStandInfo,Tbox MEMS Error Flag,Battery Error,BatTemp,BrakeStatus,Inverter Error,BatVolt,tboxId,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,ctime,sys_version,MotorRPM,MotorTemp,BMS ID,InverterTemp,Tbox Internal Bat Volt,tbox_id
0,0,No Error,310,0,No Error,626,865209069519420,60,100,16,100,333,2,1739407715,1,216,25,BT106003012MT00221017833,30,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,310,0,No Error,626,865209069519420,60,100,16,100,333,2,1739407715,1,216,25,BT106003012MT00221017833,30,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,635,865209069519420,60,100,15,0,45,0,1739407745,1,258,25,BT106003012MT00221017833,35,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,635,865209069519420,60,100,15,0,45,0,1739407745,1,258,25,BT106003012MT00221017833,35,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,635,865209069519420,60,100,15,0,45,0,1739407745,1,258,25,BT106003012MT00221017833,35,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,312,0,No Error,635,865209069519420,60,100,15,0,45,0,1739407745,1,258,25,BT106003012MT00221017833,35,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,3,0,1739407775,1,0,25,BT106003012MT00221017833,36,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,3,0,1739407775,1,0,25,BT106003012MT00221017833,36,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,3,0,1739407775,1,0,25,BT106003012MT00221017833,36,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,3,0,1739407775,1,0,25,BT106003012MT00221017833,36,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,639,865209069519420,60,100,15,0,2,2,1739407805,1,0,25,BT106003012MT00221017833,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,639,865209069519420,60,100,15,0,2,2,1739407805,1,0,25,BT106003012MT00221017833,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,639,865209069519420,60,100,15,0,2,2,1739407805,1,0,25,BT106003012MT00221017833,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,639,865209069519420,60,100,15,0,2,2,1739407805,1,0,25,BT106003012MT00221017833,34,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,0,2,1739407835,1,120,25,BT106003012MT00221017833,35,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,0,2,1739407835,1,120,25,BT106003012MT00221017833,35,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,0,2,1739407835,1,120,25,BT106003012MT00221017833,35,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,313,0,No Error,637,865209069519420,60,100,15,0,0,2,1739407835,1,120,25,BT106003012MT00221017833,35,83,06347782-5fae-4e42-bdfb-b32aa6a633d7
0,0,No Error,314,0,No Error,630,865209069519420,60,100,15,22,102,2,1739407865,1,282,25,BT106003012MT00221017833,36,84,06347782-5fae-4e42-bdfb-b32aa6a633d7
