longDir,long,lat,ctime,latDir,tboxId,tbox_id
E,79.91258599999999,6.710067,1740645349,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.9125875,6.710103333333333,1740645379,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91268833333334,6.710201499999999,1740645410,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91450050000002,6.710236500000001,1740645440,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92493583333334,6.708393833333334,1740646141,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92756,6.708789833333332,1740646171,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92799233333334,6.709999166666667,1740646201,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92878283333333,6.711902833333333,1740646232,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.929378,6.712979166666666,1740646262,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93041766666668,6.713626333333334,1740646292,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93303966666667,6.715084999999999,1740646322,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93615716666667,6.715655999999999,1740646353,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93733733333333,6.7163455,1740646383,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.936172,6.715673500000001,1740651333,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.9337715,6.715417500000001,1740651363,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93262133333333,6.714804166666666,1740651393,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93259666666667,6.714807666666667,1740651423,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.93060833333335,6.713662833333332,1740651453,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92871383333333,6.711720833333334,1740651484,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92791749999999,6.709705333333333,1740651514,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92674416666667,6.708931333333334,1740651544,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92341633333334,6.708475333333332,1740651574,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.92059016666667,6.709616333333334,1740651604,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91707,6.709450166666667,1740651635,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91412616666668,6.710385499999999,1740651665,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91175766666667,6.710938000000001,1740651695,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.91002116666667,6.711892166666667,1740651725,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90874516666668,6.710787499999999,1740651755,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90756050000002,6.710964833333333,1740651785,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90804716666666,6.709100000000001,1740651815,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.907633,6.707831333333333,1740651845,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90647016666667,6.706299666666666,1740651876,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90666566666667,6.705663166666667,1740651906,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90663016666667,6.705601666666666,1740651936,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90665016666667,6.705575000000001,1740651966,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90631216666667,6.706637833333334,1740651996,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90518683333335,6.707041166666666,1740652026,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
E,79.90476733333335,6.709033166666668,1740652057,N,865209069519354,21868402-24e3-49fa-98f6-e2c6b83f5b38
