SideStandInfo,Tbox MEMS Error Flag,Battery Error,BatTemp,BrakeStatus,Inverter Error,BatVolt,tboxId,BatCycleCount,BatSOH,BatPercent,ThrottlePercent,BatCurrent,GearInformation,ctime,sys_version,MotorRPM,MotorTemp,BMS ID,InverterTemp,Tbox Internal Bat Volt,tbox_id
0,0,No Error,289,0,No Error,656,865209069546068,34,100,36,0,0,1,1739236930,1,18,25,BT106003012MT00221017705,28,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,289,0,No Error,656,865209069546068,34,100,36,0,0,1,1739236930,1,18,25,BT106003012MT00221017705,28,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,289,0,No Error,657,865209069546068,34,100,36,0,45,0,1739236960,1,270,25,BT106003012MT00221017705,31,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,289,0,No Error,657,865209069546068,34,100,36,0,45,0,1739236960,1,270,25,BT106003012MT00221017705,31,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,646,865209069546068,34,100,35,53,114,1,1739236990,1,288,25,BT106003012MT00221017705,32,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,646,865209069546068,34,100,35,53,114,1,1739236990,1,288,25,BT106003012MT00221017705,32,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,646,865209069546068,34,100,35,53,114,1,1739236990,1,288,25,BT106003012MT00221017705,32,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,646,865209069546068,34,100,35,53,114,1,1739236990,1,288,25,BT106003012MT00221017705,32,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,641,865209069546068,34,100,35,47,139,1,1739237020,1,276,25,BT106003012MT00221017705,34,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,290,0,No Error,641,865209069546068,34,100,35,47,139,1,1739237020,1,276,25,BT106003012MT00221017705,34,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,291,0,No Error,636,865209069546068,34,100,34,52,188,1,1739237050,1,150,25,BT106003012MT00221017705,37,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,291,0,No Error,636,865209069546068,34,100,34,52,188,1,1739237050,1,150,25,BT106003012MT00221017705,37,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,291,0,No Error,649,865209069546068,34,100,34,16,27,1,1739237080,1,18,25,BT106003012MT00221017705,37,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,291,0,No Error,649,865209069546068,34,100,34,16,27,1,1739237080,1,18,25,BT106003012MT00221017705,37,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,292,0,No Error,638,865209069546068,34,100,34,29,149,1,1739237110,1,252,25,BT106003012MT00221017705,41,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,292,0,No Error,638,865209069546068,34,100,34,29,149,1,1739237110,1,252,25,BT106003012MT00221017705,41,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,643,865209069546068,34,100,34,67,87,1,1739237140,1,288,25,BT106003012MT00221017705,40,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,643,865209069546068,34,100,34,67,87,1,1739237140,1,288,25,BT106003012MT00221017705,40,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,643,865209069546068,34,100,34,67,87,1,1739237140,1,288,25,BT106003012MT00221017705,40,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,643,865209069546068,34,100,34,67,87,1,1739237140,1,288,25,BT106003012MT00221017705,40,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,38,41,1,1739237170,1,300,25,BT106003012MT00221017705,40,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,38,41,1,1739237170,1,300,25,BT106003012MT00221017705,40,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,38,41,1,1739237170,1,300,25,BT106003012MT00221017705,40,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,38,41,1,1739237170,1,300,25,BT106003012MT00221017705,40,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,651,865209069546068,34,100,33,0,2,1,1739237200,1,306,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,651,865209069546068,34,100,33,0,2,1,1739237200,1,306,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,651,865209069546068,34,100,33,0,2,1,1739237200,1,306,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,651,865209069546068,34,100,33,0,2,1,1739237200,1,306,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,656,865209069546068,34,100,34,0,9,1,1739237230,1,396,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,656,865209069546068,34,100,34,0,9,1,1739237230,1,396,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,656,865209069546068,34,100,34,0,9,1,1739237230,1,396,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,656,865209069546068,34,100,34,0,9,1,1739237230,1,396,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,653,865209069546068,34,100,34,0,0,0,1739237260,1,0,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,653,865209069546068,34,100,34,0,0,0,1739237260,1,0,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,653,865209069546068,34,100,34,0,0,0,1739237290,1,0,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,653,865209069546068,34,100,34,0,0,0,1739237290,1,0,25,BT106003012MT00221017705,38,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,16,79,1,1739237320,1,276,25,BT106003012MT00221017705,38,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,647,865209069546068,34,100,33,16,79,1,1739237320,1,276,25,BT106003012MT00221017705,38,85,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,645,865209069546068,34,100,33,41,85,1,1739237350,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,645,865209069546068,34,100,33,41,85,1,1739237350,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,638,865209069546068,34,100,33,82,147,1,1739237380,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,638,865209069546068,34,100,33,82,147,1,1739237380,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,638,865209069546068,34,100,33,82,147,1,1739237380,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,638,865209069546068,34,100,33,82,147,1,1739237380,1,294,25,BT106003012MT00221017705,39,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,644,865209069546068,34,100,33,2,61,1,1739237410,1,300,25,BT106003012MT00221017705,41,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,644,865209069546068,34,100,33,2,61,1,1739237410,1,300,25,BT106003012MT00221017705,41,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,644,865209069546068,34,100,33,2,61,1,1739237410,1,300,25,BT106003012MT00221017705,41,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
0,0,No Error,293,0,No Error,644,865209069546068,34,100,33,2,61,1,1739237410,1,300,25,BT106003012MT00221017705,41,84,d51d20c2-3c75-4c51-b344-722a01fb5f48
